"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"860",37.791428,37.828571,37.189999,37.707142,172137000,33.032555
"861",37.882858,37.935715,37.201427,37.58857,162526700,32.928665
"862",36.887142,37.414288,36.375713,36.565716,189576100,32.032627
"863",36.898571,37.021427,35.792858,35.848572,221735500,31.404388
"864",36.177143,36.257141,35.092857,35.618572,250192600,31.202909
"865",35.924286,35.985714,34.64143,34.742859,213657500,30.435762
"866",34.977142,35.854286,34.599998,35.787144,194089000,31.350578
"867",35.46143,36.265713,35.33857,36.215714,136439800,31.726017
"868",36.565716,37.021427,36.287144,36.325714,150740100,31.822384
"869",36.52,37.121429,36.5,37.098572,146268500,32.499424
"870",37.299999,38.25,37.232857,38.17857,195919500,33.445541
"871",38.657143,38.985714,38.5,38.83857,218213800,34.023716
"872",38.892857,39.285713,38.774284,39.152859,196155400,34.299026
"873",39.669998,39.85857,38.389999,38.595715,194122600,33.810963
"874",38.880001,39.424286,38.785713,39.121429,179315500,34.271511
"875",39.225716,39.237144,38.271427,38.709999,192114300,33.911079
"876",38.714287,39.028572,38.299999,38.42857,178569300,33.664555
"877",38.580002,38.610001,37.972858,38.099998,137485600,33.376705
"878",38.132858,38.535713,37.78857,38.328571,146237000,33.576939
"879",37.73143,37.77,36.328571,36.595715,283336200,32.05891
"880",36.672855,36.852856,35.715714,35.932858,184863000,31.478233
"881",36.328571,36.400002,34.745716,35.497143,255724000,31.096527
"882",35.784286,35.847141,34.742859,35.277142,173460700,30.903803
"883",35.857143,36.114285,35.165714,35.51857,153808900,31.115297
"884",35.784286,36.967144,35.67857,36.952858,163639000,32.37178
"885",37.497143,37.557144,36.412857,36.869999,184536100,32.299198
"886",36.69857,37.128571,36.451427,37.08857,108330600,32.490669
"887",36.932858,37.407143,36.408573,36.755714,140719600,32.199074
"888",36.617142,36.628571,35.204285,35.971428,297731000,31.512011
"889",35.625713,36.542858,35.57143,36.104286,203011900,31.62841
"890",35.46143,36.709999,35.328571,35.921429,206216500,31.468214
"891",36.168571,36.424286,35.487144,35.700001,259964600,31.274246
"892",35.697144,35.697144,34.228573,35.082859,256119500,30.73361
"893",34.700001,36.128571,34.287144,35.984287,268737700,31.523283
"894",37.869999,37.878571,36.285713,36.32,296417800,31.817385
"895",36.811428,37.142857,36.472858,37.002857,161329700,32.415569
"896",36.727142,37.197144,36.611427,37.134285,133347200,32.530708
"897",37.142857,37.157143,36.815716,37.040001,105137900,32.44812
"898",37.267143,37.828571,37.185715,37.725716,146192900,33.04882
"899",37.667141,37.998573,37.17857,37.279999,129996300,32.658363
"900",37.244286,37.521427,36.585712,36.872856,160951700,32.301701
"901",36.555714,37.099998,36.414288,36.75,112052500,32.194061
"902",37.205715,37.512856,37.08857,37.407143,107013900,32.769741
"903",37.287144,37.60857,37.060001,37.418571,104413400,32.779743
"904",37.548573,37.754284,37.187141,37.568573,105093800,32.91116
"905",37.389999,37.597141,37.221428,37.385715,72274300,32.750977
"906",37.111427,37.355713,36.804287,37.155716,111224400,32.54948
"907",37.354286,37.450001,37.081429,37.392857,75782000,32.757225
"908",37.121429,37.207142,36.792858,37.058571,112980000,32.464397
"909",36.485714,36.527142,35.687141,35.741428,155013600,31.310526
"910",35.241428,36.157143,35.16,35.970001,133730100,31.510763
"911",35.950001,35.982857,35.584286,35.585712,88717300,31.174118
"912",35.368572,35.715714,35.23143,35.377144,79607500,30.991405
"913",35.725716,36.375713,35.599998,35.995716,105660100,31.533298
"914",36.05143,36.381428,35.939999,36.152859,84924000,31.670948
"915",36.119999,36.21143,35.525715,35.697144,106676500,31.271734
"916",35.627144,36.274284,35.57143,35.662857,96057500,31.241705
"917",35.970001,36,35.035713,35.114285,103510400,30.761126
"918",34.667141,34.714287,34.092857,34.275715,150641400,30.026524
"919",34.005714,34.855713,33.885715,34.69857,149216900,30.396961
"920",35.064285,35.107143,34.325714,34.325714,116626300,30.07032
"921",34.535713,34.658573,33.651428,34.517143,137097800,30.238024
"922",34.394287,35.107143,34.382858,34.642857,95822300,30.348154
"923",34.549999,34.937141,34.335712,34.728573,105196700,30.423248
"924",35.352856,35.922855,35.182858,35.761429,174259400,31.328051
"925",35.894287,36.024284,35.509998,36.024284,103856900,31.558311
"926",36.441429,36.968571,36.357143,36.967144,130197200,32.384293
"927",36.662857,37.075714,36.607143,36.830002,85639400,32.264153
"928",37.111427,37.77,37.014286,37.560001,131637800,32.90366
"929",37.862858,38.074287,37.560001,37.581429,109643800,32.922421
"930",37.598572,37.785713,37.342857,37.630001,96885600,32.96497
"931",37.974285,38.325714,37.965714,38.148571,97195000,33.419258
"932",38.029999,38.452858,37.931427,38.294285,102037600,33.546906
"933",38.310001,38.625713,38.262856,38.602856,107342200,33.817223
"934",38.605713,39.524284,38.5,39.509998,163025800,34.611904
"935",39.669998,39.708572,39.097141,39.33857,158619300,34.461727
"936",39.439999,40.540001,39.407143,40.46143,164669400,35.445396
"937",40.55143,41.049999,40.398571,40.53857,167018600,35.512966
"938",40.387142,41.139999,40.344284,41.107143,146322400,36.011047
"939",40.904285,41.822857,40.857143,41.274284,196529200,36.157471
"940",41.728573,41.932858,41.507141,41.759998,162372000,36.582977
"941",41.997143,42.104286,41.572857,41.594284,120708700,36.437805
"942",41.681427,41.681427,39.285713,40.98,258760600,35.89967
"943",41.032856,41.401428,40.857143,41.052856,117411000,35.96349
"944",41.285713,41.42857,40.17857,40.535713,168347900,35.510464
"945",40.878571,40.939999,40.192856,40.360001,112035700,35.356525
"946",40.228573,40.414288,39.681427,39.805714,108825500,34.870953
"947",40.285713,41.349998,40.259998,41.277142,125491800,36.159969
"948",41.369999,41.712856,40.751427,41.312859,167717200,36.191277
"949",41.477142,41.497143,40.987144,41.317142,102099900,36.195019
"950",41.672855,42.07143,41.42857,42.009998,164600800,36.801991
"951",42.105713,42.462856,42.085712,42.194286,106938300,36.963417
"952",42.201427,42.785713,41.784286,42.648571,139636000,37.361382
"953",42.885715,43.137142,42.828571,42.877144,157523100,37.56163
"954",43.098572,43.209999,42.914288,43.187141,108824100,37.833187
"955",43.919998,45,43.558571,44.962856,230548500,39.388767
"956",45.495716,45.57143,44.898571,45.42857,273252700,39.796745
"957",43.342857,44.824287,42.860001,44.212856,308196000,38.731747
"958",44.142857,44.892857,43.83857,44.361427,180406100,38.861908
"959",44.622856,44.962856,43.828571,44.217144,137865000,38.735504
"960",44.152859,44.291428,43.757141,43.924286,93194500,38.478954
"961",44.155716,44.514286,44.062859,44.119999,98115500,38.650414
"962",43.83857,44.248573,43.664288,44.007141,98232400,38.55154
"963",43.950001,44.271427,43.657143,43.975716,99750700,38.523998
"964",43.992859,44,42.985714,43.605713,137762800,38.199867
"965",43.46143,43.697144,42.98143,42.997143,107627800,37.666733
"966",43.174286,43.657143,43.171429,43.454285,105972300,38.067219
"967",43.857143,44.312859,43.857143,44.194286,108482500,38.715477
"968",44.48143,44.697144,44.075714,44.685715,127087100,39.145985
"969",45.064285,45.740002,45.004284,45.467144,160622000,39.830536
"970",45.427143,45.652859,45.25,45.304287,90313300,39.68787
"971",45.314285,45.681427,45.251427,45.517143,70439600,39.874344
"972",45.864285,45.900002,44.92857,45.154285,95886000,39.556469
"973",45.234287,45.53857,44.792858,45.432858,96056800,39.800499
"974",45,45.485714,44.892857,45.235714,90321000,39.627792
"975",45.142857,45.214287,43.375713,44.004284,198961700,38.549026
"976",44.065716,44.362858,43.752857,43.862858,100901500,38.425137
"977",43.674286,43.942856,42.759998,43.084286,164412500,37.743084
"978",43.028572,43.427143,42.537144,42.92857,119862400,37.606655
"979",43.599998,44.238571,43.527142,44.061428,123622800,38.599087
"980",43.995716,44.057144,43.605713,43.818573,96210800,38.386353
"981",43.811428,44.765713,43.695713,44.765713,98268800,39.216064
"982",44.349998,44.535713,43.794285,44.104286,129861900,38.636639
"983",44.57143,45.057144,44.535713,44.971428,103431300,39.396286
"984",44.82,45.385715,44.705715,45,59396400,39.421299
"985",45.07143,45.354286,44.482857,45.267143,111446300,39.655334
"986",44.791428,44.908573,44.41,44.450001,125464500,38.939499
"987",45.03857,45.392857,45,45.200001,115437700,39.596519
"988",45.361427,45.57143,44.984287,45.450001,115709300,39.815521
"989",45.287144,45.521427,45.191429,45.348572,85523200,39.726658
"990",45.52,46.047142,45.488571,45.735714,112120400,40.065819
"991",46.257141,46.284286,45.445713,45.458572,97863500,39.823032
"992",45.66143,45.860001,45.30143,45.85857,80483900,40.173443
"993",46.01857,46.07143,45.574287,45.68,73537800,40.01701
"994",45.664288,45.864285,45.514286,45.794285,65627800,40.117123
"995",46.33857,46.437141,45.857143,45.952858,109953900,40.256039
"996",45.96143,46.077145,45.57143,45.755714,87752000,40.083332
"997",45.714287,46.142857,45.598572,45.765713,104328000,40.092098
"998",45.869999,46.087143,45.728573,45.892857,80507700,40.203472
"999",45.947144,45.970001,45.747143,45.80143,96732300,40.123383
"1000",45.942856,46.17857,45.46143,46.029999,96402600,40.32362
"1001",46.142857,46.341427,46.007141,46.314285,64088500,40.572655
"1002",46.337143,46.531429,46.221428,46.451427,66480400,40.692802
"1003",46.42857,46.450001,46.167141,46.228573,55789300,40.497566
"1004",46.121429,46.491428,45.931427,46.382858,62454000,40.63274
"1005",46.558571,46.665714,46.437141,46.495716,43981000,40.731594
"1006",46.602856,46.635715,46.442856,46.470001,40784800,40.709087
"1007",46.497143,46.501427,46.150002,46.237144,39373600,40.505085
"1008",46.135715,46.21143,45.901428,46.080002,48377000,40.36742
"1009",46.52,47.18,46.405716,47.081429,111284600,41.244694
"1010",47.491428,47.5,46.878571,47.327145,77270200,41.459957
"1011",47.078571,47.762856,47.07143,47.714287,63879900,41.799107
"1012",47.817142,47.892857,47.557144,47.675713,75107200,41.765308
"1013",47.712856,48.049999,47.414288,48.017143,77982800,42.064415
"1014",48.404285,49.032856,48.167141,48.921429,112140000,42.856586
"1015",49.26857,49.279999,48.495716,48.805714,111027000,42.755222
"1016",49.035713,49.204285,48.857143,49.202858,75647600,43.103134
"1017",49.308571,49.52,49.121429,49.382858,74195100,43.260815
"1018",49.412857,49.782856,49.205715,49.782856,77210000,43.611225
"1019",47.074287,49.251427,46.57143,48.664288,470249500,42.631332
"1020",49.764286,49.799999,48.125713,48.405716,283903200,42.404819
"1021",48.061428,48.328571,47.16,47.525715,191197300,41.6339
"1022",47.681427,47.84,46.66143,46.674286,188600300,40.888023
"1023",46.695713,48.207142,46.674286,48.207142,143670800,42.230858
"1024",48.047142,48.777142,47.795715,48.771427,136717000,42.725189
"1025",48.994286,49.371429,48.785713,49.121429,126718900,43.031807
"1026",49.111427,49.241428,48.975716,49.029999,71256500,42.95171
"1027",49.167141,49.200001,47.647144,48.014286,148014300,42.061913
"1028",47.971428,48.577145,47.757141,48.474285,94311700,42.46489
"1029",48.757141,49.378571,48.71143,49.290001,106658300,43.179466
"1030",49.207142,49.32143,49.078571,49.188572,64738800,43.090618
"1031",49.114285,49.177143,48.364285,49.062859,98449400,42.980488
"1032",49.091427,49.528572,49.072857,49.5,80460100,43.363434
"1033",49.69857,50.464287,49.662857,50.26857,121255400,44.036724
"1034",50.525715,50.78857,50.307144,50.742859,95260200,44.452217
"1035",50.741428,51.285713,50.695713,51.165714,120686300,44.822651
"1036",51.055714,51.42857,49.714287,50.648571,232137500,44.369621
"1037",50.67857,51.114285,50.505714,50.978573,91893200,44.658703
"1038",50.970001,51.354286,50.958572,51.311428,77604100,44.950294
"1039",51.312859,51.424286,51.078571,51.414288,71043700,45.040413
"1040",51.542858,52.128571,51.5,51.875713,120289400,45.444626
"1041",51.035713,51.467144,50.931427,51.185715,132645800,44.840179
"1042",51.244286,51.357143,49.931427,50.080002,204014300,43.871536
"1043",48.878571,49.342857,48.245716,48.372856,218138900,42.376026
"1044",48.395714,49.234287,48.372856,48.945713,167963600,42.877869
"1045",49.145714,49.307144,48.33857,48.982857,124975200,42.910404
"1046",49.322857,49.775715,49.257141,49.737144,95004700,43.571178
"1047",50.177143,50.721428,50.16,50.458572,100768500,44.203182
"1048",50.781429,50.817142,49.668571,49.901428,114034200,43.715107
"1049",49.994286,50.621429,49.771427,50.302856,150647700,44.066765
"1050",51.027142,51.398571,50.845715,51.365715,125197100,44.997871
"1051",51.438572,51.470001,51.107143,51.42857,113316700,45.052921
"1052",51.628571,51.667141,50.187141,50.765713,136530800,44.472237
"1053",50.701427,51.057144,50.32143,50.822857,89079200,44.522297
"1054",50.669998,50.68,50.085712,50.352856,113326500,44.110565
"1055",49.874287,49.967144,49.271427,49.524284,126884800,43.384705
"1056",49.332859,50.331429,49.285713,50.284286,117770100,44.050495
"1057",50.454285,50.925713,50.187141,50.508572,108989300,44.246964
"1058",48.871429,49.691429,48.585712,49.347141,180270300,43.22953
"1059",48.857143,49,46.60857,47.144287,290502800,41.299767
"1060",48.118572,48.515713,47.237144,47.805714,164855600,41.879189
"1061",48.16143,48.314285,47.142857,47.238571,188303500,41.382362
"1062",47.998573,48.534286,47.894287,48.471428,102350500,42.462376
"1063",48.937141,48.945713,48.44857,48.742859,81480700,42.700161
"1064",48.468571,48.602856,47.992859,48.455715,93249100,42.448616
"1065",48.835712,49.42857,48.408573,49.281429,101178000,43.171967
"1066",49.724285,50.294285,49.574287,50.220001,112227500,43.994179
"1067",50.450001,50.617142,50.062859,50.062859,77338800,43.85651
"1068",49.665714,50.137142,49.437141,50.137142,88225200,43.921589
"1069",50.091427,50.125713,49.634285,49.804287,82351500,43.630009
"1070",49.48,49.971428,49.437141,49.787144,68504800,43.614983
"1071",50.158573,50.227142,49.042858,49.222858,104665400,43.120655
"1072",49.187141,49.228573,48.342857,48.741428,115021200,42.698917
"1073",48.14143,48.892857,48,48.412857,120682800,42.411064
"1074",48.745716,49.128571,48.162857,48.291428,100634800,42.304691
"1075",48.299999,48.632858,48.004284,48.297142,93361800,42.309689
"1076",48.560001,48.592857,47.707142,47.865715,94383800,41.931755
"1077",47.722858,47.952858,47.145714,47.257141,99736700,41.398624
"1078",47.212856,47.675713,47.171429,47.485714,106409800,41.598858
"1079",47.860001,48.02,47.502857,48.01857,86555000,42.06567
"1080",47.828571,48,47.437141,47.488571,75450200,41.60136
"1081",47.614285,47.662857,46.685715,46.779999,113401400,40.980633
"1082",46.585712,47.46143,45.737144,47.407143,152474700,41.530033
"1083",47.585712,48.282856,47.387142,48.265713,104844600,42.282173
"1084",49.072857,49.392857,48.785713,48.915714,175166600,42.851601
"1085",50.714287,50.732857,49.78857,50.099998,188452600,43.88905
"1086",50.048573,50.535713,50.042858,50.43,66636500,44.178146
"1087",50.517143,50.712856,49.907143,50.060001,84700000,43.854019
"1088",50.32,50.335712,49.585712,50.021427,89053300,43.820221
"1089",49.455715,49.964287,49.360001,49.535713,90239800,43.394714
"1090",49.540001,50.564285,49.524284,50.01857,251586300,43.817726
"1091",49.962856,50.067142,49.357143,49.468571,110678400,43.335907
"1092",49.712856,49.984287,49.374287,49.742859,78337000,43.576195
"1093",49.751427,50.261429,49.554287,49.938572,97312600,43.747643
"1094",49.771427,50.135715,49.435715,49.535713,83992300,43.394714
"1095",49.955715,50,49.458572,49.522858,70033600,43.383465
"1096",49.694286,49.885715,49.504284,49.657143,51186800,43.501099
"1097",49.841427,49.955715,49.522858,49.921429,70522900,43.732624
"1098",49.860001,50,49.32,49.604286,8.4e+07,43.454796
"1099",49.445713,49.58857,48.895714,49.509998,80500000,43.3722
"1100",49.380001,49.464287,48.621429,48.642857,81529000,42.61256
"1101",48.457142,48.745716,47.514286,47.614285,112443800,41.711502
"1102",47.42857,48.02,47.247143,48.02,113083600,42.066914
"1103",48.067142,48.721428,48,48.552856,83694100,42.533718
"1104",48.868572,48.915714,48.381428,48.647144,65292500,42.616306
"1105",48.508572,48.707142,47.860001,47.888573,84492100,41.951782
"1106",47.138573,47.997143,47.060001,47.771427,95900000,41.849152
"1107",47.92857,47.985714,47.334286,47.455715,80481800,41.572578
"1108",47.632858,48.365715,47.549999,48.111427,73556000,42.147007
"1109",47.995716,48.127144,47.775715,47.857143,55640200,41.924252
"1110",47.828571,48.232857,47.758572,48.201427,50899800,42.225845
"1111",48.728573,49.689999,48.714287,49.689999,104438600,43.529888
"1112",49.83857,50.304287,49.235714,49.35857,138670700,43.239544
"1113",49.5,49.71143,49.185715,49.442856,84695800,43.313374
"1114",49.025715,49.332859,48.85857,49.062859,78312500,42.980488
"1115",49.385715,49.578571,48.258572,48.291428,115485300,42.304691
"1116",48.310001,48.317142,47.414288,47.434284,132446300,41.553822
"1117",47.397144,47.828571,47.235714,47.462856,83430900,41.578838
"1118",47.607143,47.667141,47.25,47.355713,68772200,41.484985
"1119",47.221428,47.380001,46.501427,46.557144,108488800,40.785408
"1120",46.742859,46.901428,46.438572,46.657143,82368300,40.873005
"1121",47.142857,47.607143,47.044285,47.491428,83642300,41.60387
"1122",47.107143,47.185715,46.41143,46.67857,99799000,40.891788
"1123",46.700001,46.954285,45.475716,46.451427,127647800,40.692802
"1124",46.998573,47.035713,45.622856,45.751427,153755000,40.079582
"1125",45.337143,45.385715,44.357143,45.045715,160161400,39.461357
"1126",45.240002,46.542858,45.028572,46.471428,123345600,40.710316
"1127",46.451427,46.985714,46.054287,46.087143,97645800,40.373688
"1128",45.562859,47.384285,45.445713,47.318573,139939800,41.452442
"1129",47.33857,47.592857,46.441429,46.621429,109951800,40.841728
"1130",46.798573,47.700001,46.75,47.434284,84953400,41.553822
"1131",47.664288,48.099998,47.634285,47.894287,73574900,41.956791
"1132",48.005714,48.052856,47.41143,47.720001,88136300,41.804108
"1133",47.814285,48.01857,47.548573,47.952858,80738700,42.008095
"1134",47.992859,49.07143,47.742859,49.037144,108828300,42.957966
"1135",49,49.975716,48.92857,49.918571,88763500,43.730106
"1136",49.849998,50.585712,49.529999,50.251427,111156500,44.021709
"1137",50.667141,51.142857,50.57143,51.028572,99915900,44.702518
"1138",50.477142,51.42857,50.314285,51.387142,122408300,45.016636
"1139",50.905716,51.395714,50.402859,50.57143,110668600,44.302036
"1140",50.504284,51.097141,49.802856,50.535713,112902300,44.270752
"1141",51.189999,51.42857,50.91143,51.145714,97909700,44.80513
"1142",51.572857,51.658573,50.905716,51.110001,107633400,44.773846
